run_id,timestamp_utc,panel,method,model,level,seed,runtime_seed,d,k,n_obs,n_int,noise_var,budget_slack,status,error,latency_sec,prompt_tokens,completion_tokens,total_tokens,cache_creation_input_tokens,cache_read_input_tokens,cost_usd,true_edges,cpdag_directed,cpdag_undirected,opt_set_size,budget,interventions_used,total_actions,stats_actions,intervene_actions,submit_actions,sanitized_overlap_count,submit_directed,submit_undirected,skeleton_precision,skeleton_recall,skeleton_f1,compelled_precision,compelled_recall,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency
20260503T184306Z,2026-05-03T18:43:07.668878+00:00,observational,pc,baseline,0,1276453582,12764535820007,4,3,50,25,0.5,2,success,,24.736683,0,0,0,0,0,0.0,3,0,3,1,3,0,0,0,0,0,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,1.0
20260503T184306Z,2026-05-03T18:43:32.442936+00:00,active,pc_greedy,baseline,0,1276453582,12764535820007,4,3,50,25,0.5,2,success,,0.012475,0,0,0,0,0,0.0,3,0,3,1,3,2,0,0,0,0,0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5
20260503T184306Z,2026-05-03T18:43:32.495028+00:00,active,llm_raw,anthropic/claude-sonnet-4.6,0,1276453582,12764535820007,4,3,50,25,0.5,2,failed,"BadRequestError: litellm.BadRequestError: AnthropicException - {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Cag8Sjvr3u8vDpvUKoJoc""}",27.296384,,,,,,,3,0,3,1,3,,,,,,,,,,,,,,,,,,,
20260503T184306Z,2026-05-03T18:43:59.808964+00:00,active,llm_stats,anthropic/claude-sonnet-4.6,0,1276453582,12764535820007,4,3,50,25,0.5,2,failed,"BadRequestError: litellm.BadRequestError: AnthropicException - {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Cag8SnE1ejfdsjVbcFvKi""}",0.326809,,,,,,,3,0,3,1,3,,,,,,,,,,,,,,,,,,,
20260503T184306Z,2026-05-03T18:44:00.187774+00:00,active,pc_cpdag_llm,anthropic/claude-sonnet-4.6,0,1276453582,12764535820007,4,3,50,25,0.5,2,failed,"BadRequestError: litellm.BadRequestError: AnthropicException - {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Cag8SotxysU84yrqFMTiv""}",0.340595,,,,,,,3,0,3,1,3,,,,,,,,,,,,,,,,,,,
20260503T184306Z,2026-05-03T18:44:00.561442+00:00,active,llm_stats_cpdag_greedy,anthropic/claude-sonnet-4.6,0,1276453582,12764535820007,4,3,50,25,0.5,2,failed,"BadRequestError: litellm.BadRequestError: AnthropicException - {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Cag8Sqo4rdRasrXMYvUPa""}",0.472398,,,,,,,3,0,3,1,3,,,,,,,,,,,,,,,,,,,
20260503T184306Z,2026-05-03T18:44:01.056472+00:00,active,oracle,baseline,0,1276453582,12764535820007,4,3,50,25,0.5,2,success,,0.000558,0,0,0,0,0,0.0,3,0,3,1,3,0,0,0,0,0,0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0
20260503T184306Z,2026-05-03T18:44:01.089975+00:00,observational,pc,baseline,0,27998312,279983120007,4,3,50,25,0.5,2,success,,0.015085,0,0,0,0,0,0.0,3,0,3,1,3,0,0,0,0,0,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,1.0
20260503T184306Z,2026-05-03T18:44:01.138121+00:00,active,pc_greedy,baseline,0,27998312,279983120007,4,3,50,25,0.5,2,success,,0.012414,0,0,0,0,0,0.0,3,0,3,1,3,2,0,0,0,0,0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.5
20260503T184306Z,2026-05-03T18:44:01.193610+00:00,active,llm_raw,anthropic/claude-sonnet-4.6,0,27998312,279983120007,4,3,50,25,0.5,2,failed,"BadRequestError: litellm.BadRequestError: AnthropicException - {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Cag8St9henbMjsAMVpE7N""}",0.346543,,,,,,,3,0,3,1,3,,,,,,,,,,,,,,,,,,,
