panel,level,method,model,n_total,n_success,n_failed,skeleton_f1_mean,skeleton_f1_std,skeleton_f1_ci95_low,skeleton_f1_ci95_high,directed_f1_mean,directed_f1_std,directed_f1_ci95_low,directed_f1_ci95_high,dag_shd_mean,dag_shd_std,dag_shd_ci95_low,dag_shd_ci95_high,efficiency_mean,efficiency_std,efficiency_ci95_low,efficiency_ci95_high,submit_directed_mean,submit_undirected_mean,interventions_used_mean,total_actions_mean,stats_actions_mean,intervene_actions_mean,submit_actions_mean,sanitized_overlap_count_mean
active,0,llm_raw,gpt-5.4,9,8,1,0.6729166666666666,0.08634441002668991,0.6130830431761909,0.7327502901571423,0.28541666666666665,0.09973233578286167,0.21630568394974412,0.35452764938358916,4.625,0.5175491695067657,4.266356723191414,4.983643276808586,0.5625,0.1767766952966369,0.44,0.6849999999999999,3.75,0.125,1.875,2.875,0.0,1.875,1.0,0.0
active,0,llm_stats,gpt-5.4,8,8,0,0.7215277777777778,0.17594385177400296,0.5996049088942491,0.8434506466613064,0.31180555555555556,0.35362119525765107,0.06675856932033783,0.5568525417907733,4.25,1.8322507626258087,2.980314999694806,5.519685000305194,1.0,0.0,1.0,1.0,3.125,0.75,0.875,6.75,4.875,0.875,1.0,0.0
active,0,oracle,baseline,8,8,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,0,pc_greedy,baseline,8,8,0,0.7971230158730159,0.11419508366291012,0.7179898601975312,0.8762561715485007,0.6512896825396826,0.22130355035754992,0.49793414620437004,0.8046452188749951,2.25,1.0350983390135313,1.5327134463828282,2.9672865536171718,0.75,0.2672612419124244,0.5647974082254786,0.9352025917745214,3.375,0.0,1.25,0.0,0.0,0.0,0.0,0.0
active,1,llm_raw,gpt-5.4,11,8,3,0.5789772727272726,0.12362436677853257,0.49330995721965915,0.664644588234886,0.24141414141414141,0.2180722294389337,0.09029779623389753,0.3925304865943853,6.875,2.1671244937540095,5.3732593432952545,8.376740656704746,1.0,0.0,1.0,1.0,4.5,1.0,1.5,2.5,0.0,1.5,1.0,0.0
active,1,llm_stats,gpt-5.4,8,8,0,0.42321428571428565,0.11847614156415398,0.3411145082676316,0.5053140631609396,0.13392857142857142,0.1963125817099081,-0.002109107175556485,0.26996625003269936,6.375,1.1877349391654208,5.551941678858661,7.198058321141339,1.0,0.0,1.0,1.0,1.875,0.875,0.875,7.625,5.75,0.875,1.0,0.0
active,1,oracle,baseline,8,8,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,1,pc_greedy,baseline,8,8,0,0.6875,0.10828753610730314,0.612460565922532,0.762539434077468,0.49722222222222223,0.24743837527570958,0.325756176200651,0.6686882682437935,3.75,1.2817398889233114,2.861799572168534,4.638200427831467,0.875,0.23145502494313785,0.7146098506765456,1.0353901493234543,3.375,0.0,1.125,0.0,0.0,0.0,0.0,0.0
active,2,llm_raw,gpt-5.4,12,8,4,0.5998917748917749,0.15102238980808982,0.49523859806636245,0.7045449517171873,0.27601010101010104,0.2829209032017251,0.07995591760060569,0.47206428441959636,6.625,2.38671920665766,4.971087970900508,8.278912029099493,1.0,0.0,1.0,1.0,3.875,1.625,1.25,2.25,0.0,1.25,1.0,0.0
active,2,llm_stats,gpt-5.4,9,8,1,0.33432539682539686,0.12463729186142389,0.24795616004673593,0.4206946336040578,0.12152777777777778,0.1865976228131167,-0.0077777777777777585,0.2508333333333333,6.375,1.1877349391654208,5.551941678858661,7.198058321141339,1.0,0.0,1.0,1.0,1.625,0.625,0.875,6.375,4.5,0.875,1.0,0.0
active,2,oracle,baseline,8,8,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,2,pc_greedy,baseline,8,8,0,0.46726190476190477,0.1259479764671036,0.37998440989002435,0.5545393996337852,0.306547619047619,0.23883812675879615,0.1410412411913228,0.47205399690391525,4.75,1.0350983390135313,4.032713446382828,5.467286553617172,0.9375,0.1767766952966369,0.8150000000000001,1.06,1.875,0.0,1.25,0.0,0.0,0.0,0.0,0.0
